,age,detailQuestion,level1Name,level2Name,question,sex
278,49岁,腰部夜间一点开始疼痛难忍，已经是第二天,内科,内科其他,连续两天夜间一点开始后腰部疼痛难忍,男
279,23岁,右乳房下右侧疼痛是怎么回事？,内科,内科其他,右乳房下右侧疼痛是怎么回事？,女
280,8月,前两天发了低烧，吃了药以后就没有再发烧，这两天身上突然起红疹子就上半身有，后背也有,内科,内科其他,前两天发了低烧，吃了药以后就没有再发烧，,男
281,49岁,乏力有10多天了，去附近医院检查，医生说肝损害很严重，输了3天的甲硫氨酸维B1，复方甘草酸单铵s，今天复查肝功能，没有任何改善。想问问，还有没有什么更好的用药治疗方案？谷丙转氨酶：1200，谷草转氨酶400，ggt140。,内科,内科其他,乏力严重，去医院检查，提示严重肝损害。,男
282,22岁,坐下再站起来眼前发黑感到头晕，然后今天左手食指尖向下到第一个关节线之间发麻，干活适不出麻，没啥别的毛病，最近在健身，每天跳半小时跳绳，再练半小时芭蕾基本功,内科,内科其他,手指尖发麻，坐着站起来眼前发黑什么毛病怎,女
283,18岁,外因骚痒但是没有灼痛感，性交时会痛，白带一直很多，有异味，干了之后会黏在内裤上一整块像胶一样,内科,内科其他,外因骚痒但是没有灼痛感，性交时会痛，白带,女
284,38岁,心窝时常刺痛，有时候是饿了就刺痛，立马吃了东西就好了，也有时候吃了饭后疼痛，我有常喝酒习惯，喝了酒后没有感觉痛,内科,内科其他,心窝时常刺痛，有时是饿了，,男
285,35岁,疾病:全身肌肉无力，腿站不稳，抬不起，病情描述:男，31岁。刚刚全身肌肉无力，腿站不稳，抬不起，胳膊没有力气，手指脚趾没有力气，脚掌向上翘不起来，手指全张开有无力感，下蹲站起来的时候，大腿肌肉感觉要炸开，做俯卧撑胸部肌肉和胳膊上的肌肉也要撕裂炸开一样，这是怎么回事想获得的帮助:1.这是什么情况2.怎样治疗3.平时怎样注意患病多久:一周内,内科,内科其他,疾病:全身肌肉无力，腿站不稳，抬不起，病,男
286,50月,嘴巴张到最大口腔粘膜会有拉扯感轻微疼痛出现时间大概一个星期左右吃了消炎药作用不大,内科,内科其他,口腔粘膜疼痛嘴巴张大会有拉扯感,男
287,48岁,你好我腰膝酸软有性功能不好有早泄阳痿有前列囊肿,内科,内科其他,你好我腰膝酸软有性功能不好有早泄阳痿有前,男
288,30岁,近半年来乳房侧面晚上总是胀痛服用了逍遥丸半个多月了好一点了但是一停药又开始胀痛了怎么办,内科,内科其他,近半年来乳房侧面晚上总是胀痛服用了逍遥丸,女
289,19岁,您好，今天下午的时候突然出现右侧后背疼痛不敢动深呼吸也会痛不过没有扭动时候疼的厉害,内科,内科其他,您好，今天下午的时候突然出现右侧后背疼痛,男
290,55岁,近期腿老抽筋酸痛，腿抽筋怎么办近期腿老抽筋酸痛，腿抽筋怎么办,内科,内科其他,近期腿老抽筋酸痛，腿抽筋怎么办,男
291,62岁,下腹痛，尿频，平均一小时一次尿前几年，检查有胆结石,内科,内科其他,下腹痛，尿频，平均一小时一次，检查有胆结,女
292,38岁,早上起来，白天心脏周围有刺痛感。刺痛感不在一个地方时间很短，,内科,内科其他,早上起来，白天心脏周围有刺痛感。刺痛感不,男
293,43岁,心口发闷，有时疼痛；背部疼痛，坠着疼，位置在对应胃部偏右下,内科,内科其他,心口发闷，有时疼痛；背部疼,男
294,43岁,心口发闷，由时疼痛；背部疼痛，坠着疼，位置在对应胃部偏右下,内科,内科其他,心口发闷，由时疼痛；背部疼,男
295,43岁,心口发闷，由时疼痛；背部疼痛，坠着疼，位置在对应胃部偏右下,内科,内科其他,心口发闷，由时疼痛；背部疼,男
296,43岁,心口发闷，由时疼痛；背部疼痛，坠着疼，位置在对应胃部偏右下,内科,内科其他,心口发闷，由时疼痛；背部疼,男
297,43岁,您好我就是全身无力，吃不下去饭睡不好觉，有时心烦，心情不好这是什么症状,内科,内科其他,您好我就是全身无力，吃不下去饭睡不好觉，,女
298,30岁,每天早晨起来浑身无力，心率94。稍微有点每天早晨起来浑身无力，心率94。稍微有点心慌。血压血糖。心电图。化验血都正常。,内科,内科其他,每天早晨起来浑身无力，心率94。稍微有点,男
299,16岁,这样2，3天了。请问这是这么症状，怎样处理,内科,内科其他,前面的下门牙根附近有点痒，稍微有一点疼痛,男
300,26岁,最近几天感觉特别容易疲劳，爬个三楼就爬不动了，这两天感觉走路都不稳了，浑身无力，有时候会胸闷，左后腰酸，感觉整个人反应都变慢了，脑袋昏昏沉沉的，今年上半年因胃溃疡导致胃出血住过院，一直患有贫血史，如果我去医院检查，挂哪个科室，,内科,内科其他,浑身无力，易疲劳，脑袋昏沉胸闷，有贫血史,男
301,18岁,舌头上有红色的点点，舌根俩侧疼痛不止尤其下咽时，舌根上有凸起的肉粒,内科,内科其他,舌头上有红色的点点，舌根俩侧疼痛不止尤其,男
302,28岁,双脚疼痛，小腹及大腿皮肤刺痛,内科,内科其他,双脚疼痛，小腹及大腿皮肤刺痛,男
303,16岁,16岁孩子因胃胀痛十来天在中医院看了病，吃了益气和胃胶囊和枳术宽中胶囊，白天见好晚上头巨疼，胃胀气，恶心想吐。,内科,内科其他,胃胀痛伴有头疼怎么解决,女
304,21岁,莫名手开始抖，胳膊无力,内科,内科其他,莫名手开始抖，胳膊无力,女
305,24岁,左膝疼痛半月板轻度损伤积液,内科,内科其他,左膝疼痛半月板轻度损伤积液,男
306,38岁,我38岁，双膝关节疼痛已经有半年了，没有受过伤，去医院检查了说没什么，也验过类风湿说正常，只是C反应蛋白50想问一下我是不是得了风湿病，还可以治好吗？,外科,骨科,我38岁，双膝关节疼痛已经有半年了，没有,女
307,35岁,想知道髋关节疼痛的原因是什么？<br />想知道髋关节疼痛的原因是什么？,外科,骨科,想知道髋关节疼痛的原因是什么？,男
308,58岁,初步诊断:第12胸推爆裂性骨折并截瘫胸11腰1、2椎体横突骨折多发肋骨骨折创伤性胸腔积液肺挫伤右侧腹膜后、盆腔少量积血医师签名:罗,外科,骨科,初步诊断:第12胸推爆裂性骨折并截瘫胸1,男
309,32岁,肚脐痉挛疼疼了一阵就正常了，偶尔生气了肚子就鼓起来硬硬的,外科,骨科,肚脐痉挛疼疼了一阵就正常了，偶尔生气了肚,女
310,18岁,膝盖在腿放松时滑动有明显的凸凹不平感,外科,骨科,膑骨软骨软骨软化,男
311,45岁,前晚上摔倒了，昨天早上起床后。能感觉到左后腰疼痛。能活动，能走。但今天起不了床。一动就疼，很疼。不能翻身，请问医生，是骨折了吗？,外科,骨科,摔倒后，左后腰疼,男
312,16岁,我肩部疼痛，胸部刺痛，然后有时候疼痛到手臂上，但我有心脏病，我不知道是心脏的问题，还是得了乳腺癌，今年16岁,外科,骨科,我肩部疼痛，胸部刺痛，然后有时候疼痛到手,女
313,34岁,我是左手中指末端开放性骨折，皮肤创口较大，愈合后血痂脱落，发现有裸露的骨头，去医院问大夫，大夫说等自己愈合，这都两个月了,外科,骨科,手指开放性骨折术后趾骨小部分外露,男
314,25岁,髋关节疼痛半年。半年前，右腿髋关节疼痛，没多久好了，变成左腿髋关节疼痛，至今。不是一直疼痛，时有时无，最严重时也不会影响走路，但会影响运动。在床上翻身用力时会有疼痛，其他时候没有。几个月前拍过一次x光正常，二郎腿或者各个方向扭动也正常，但就是有隐痛。想知道有可能的原因，是否需要进一步查找原因，谢谢,外科,骨科,髋关节疼痛半年。半年前，右腿髋关节疼痛，,男
315,23岁,最近腰有点疼，拍了片说没事，就是座久了会感觉到累，弯了半小时腰也累，这是怎么回事,外科,骨科,腰疼，拍了片没事，但最近一座久，弯久就疼,男
316,20岁,右腿半月板右侧撕裂损伤，骨裂有积水,外科,骨科,右腿右侧半月板损伤撕裂骨裂积水,女
317,28岁,你好一个星期前差不多十多米高钢管掉落到我左侧骶骨骨折受伤一两天只是一小块瘀血淤青直到五六天以后淤青面积扩大而且里面硬硬的不是很疼严不严重我应该怎么弄,外科,骨科,淤青瘀血位置里面有硬块要怎么,男
318,29岁,被车撞到了，医生这有没有可能骨裂啊？走路和站着有点痛，不剧烈！,外科,骨科,被车撞到了，医生这有没有可能骨裂啊？走路,女
319,34岁,腰椎骨质增生，早期腰椎间盘突出，想用中医治疗，,外科,骨科,腰椎骨质增生，早期腰椎间盘突出，想用中医,男
320,17岁,之前撕咬包装袋时左侧骨头响了一下，然后就一直疼了两个月，左侧咬肌腮帮子疼，吃硬东西使不上劲,外科,骨科,口撕包装袋左侧咬肌腮帮子疼痛，吃什么药,女
321,47岁,就是最近浑身骨头痛，颈椎这里更严重，是不是身上有癌症转移了，颈椎一动就痛，上次查出来ca125有点高，就几个项目都查了，也没什么，就是浑身骨头痛不知道什么原因，而且晚上老是做梦梦到死去的人，求回复,外科,骨科,就是最近浑身骨头痛，颈椎这里更严重，是不,女
322,4岁,这是牙结石吗怎么能去除,外科,结石科,这是牙结石吗怎么能去除,女
323,82岁,医生你好！我婆婆82岁5天前说胃疼，公公给她服用6542，下午又说疼儿女就带她到医院就诊，检查结果说是胰腺炎，还用胆结石。办理入院后就打消炎针，和静脉营养液，昨天又血糖高了，于是又打胰岛素，但是入院第二天开始有些涉睡，今天开始低烧37.6度。医生说胆结石在胆总管，麻烦医生给诊治一下。谢谢！,外科,结石科,医生你好！我婆婆82岁5天前说胃疼，公公,女
324,34,我本人身体并没有特别的不适症状，平时吃饭睡眠也都算正常，只是有时候大便不规律，偶尔的上腹会有轻微的痛感，并不影响生活的那种，请问，我这个病需要接受治疗吗？会不会发展成癌变呢？,外科,结石科,胆息肉，右肝环状小阴影严重吗？,女
325,16岁,乳房胀痛，胸部大小不一样，肩膀部位刺痛，后背也有刺痛，有时候手臂也疼，而且乳头有一点点内凹，我有心脏病，会影响导致乳腺癌的出现吗？,外科,乳腺外科,乳房胀痛，胸部大小不一样，肩膀部位刺痛，,女
326,48岁,你好我想问下乳房下有一股气隐痛是什么,外科,乳腺外科,你好我想问下乳房下有一股气隐痛是什么,女
327,26岁,发病时间，一年，乳腺囊肿结节,外科,乳腺外科,我乳腺囊肿结节已经有一年的时间了，,女
328,23岁,男性，23岁，乳头疼痛，触碰就痛  局部肿  不红 。按压也疼  疼了两三天的样子了,外科,乳腺外科,乳头疼痛乳头凸出,男
329,41岁,右侧乳腺增生伴钙化2类？,外科,乳腺外科,右侧乳腺增生伴钙化BI-RADS2？,女
330,43岁,我也是乳腺囊肿，乳腺结节，现在敷药，感觉没什么用，还是胸口胀痛，包块那通，已经做了钼靶，彩超，核磁共振，3类。请问吃什么药好呢，我确实不想去做手术，但是一直胀痛，很不舒服的，希望医生你给我一个好的建议，感谢了,外科,乳腺外科,乳腺问题，囊肿,女
331,33岁,乳房疼痛，伴有溢液。。。,外科,乳腺外科,乳房痛有结节,女
332,31岁,你好是乳腺增生结节需要做手术吗,外科,乳腺外科,你好是乳腺增生结节需要做手术吗,女
333,49岁,今天去医院检查，乳房疼痛了一个月左右,外科,乳腺外科,今天去医院检查，乳房疼痛了一个月左右,女
334,30岁,乳房两侧偶尔有轻微刺痛,外科,乳腺外科,乳房两侧偶尔有轻微刺痛,女
335,32岁,我上午做完乳腺微创手术，现在下午了还是很疼，有时是是那种涨疼，坐的时候医生切的时候有一下疼，连着一根筋感觉都很疼，这是怎么回事？,外科,乳腺外科,乳腺结节微创手术,女
336,20岁,医生，我的乳头痛了好几天了，是怎么回事,外科,乳腺外科,最近老是乳头痛，是怎么回事,女
337,45岁,我单侧乳房胀痛，不规则性的，一直定期到医院检查，今天复查是左乳囊性结节,外科,乳腺外科,我单侧乳房胀痛，不规则性的，一直定期到医,女
338,19岁,三个月前做了乳房纤维瘤昨天晚上突然胀痛用手碰就会疼,外科,乳腺外科,三个月前做了乳房纤维瘤昨天晚上突然胀痛用,女
339,36岁,乳房结节会不会有癌变的可能,外科,乳腺外科,乳房结节会不会有癌变的可能,女
340,23岁,乳腺增生有四年了最近老是后背痛是怎么回事这张是最近的彩超单,外科,乳腺外科,乳腺增生有四年了最近老是后背痛是怎么回事,女
341,10岁,突然发现乳房胀痛怎么回事,外科,乳腺外科,十岁女孩突然发现乳房胀痛怎么回事,女
342,30岁,您好！长春宝能够治疗乳房胀痛吗？,外科,乳腺外科,您好！长春宝能够治疗乳房胀痛吗？,女
343,26岁,右边乳房有肿块，最近老是阵阵刺痛，有时有阵痛感，6月份做过彩超，说是乳腺小叶增生，当时只要左边乳房有，现在右边也有，是什么原因呢？一直有吃乳癖消,外科,乳腺外科,右边乳房有肿块，最近老是阵阵刺痛，有时有,女
344,43岁,乳腺增生低回声结节超过一厘米，可以药物治疗吗？<h5>当前服药说明：</h5>正在服药药物，消乳散结胶囊，逍遥丸<h5>既往病史及手术史：</h5>有，以前得过乳腺增生但医生没有建议吃药。最近三年没有体检。,外科,乳腺外科,乳腺增生低回声结节超过一厘米，可以药物治,女
345,23岁,医生你好，我于四个月前开始出现乳房胀痛的现象，痛感和青春期发育时的胀痛很像，并且乳房缓慢长大，这几个月已经升了一个杯，但我今年23，应该是不能发育了吧？以前乳内有个肿块(已体检无问题)，最近随着乳房长大那个肿块消失了，乳房变得很软。平时胀痛不明显，用手轻捏和跑跳会比较痛。请问医生，我这是在发育吗？还是生病了,外科,乳腺外科,医生你好，我于四个月前开始出现乳房胀痛的,女
346,24岁,左右乳腺纤维瘤，中医能治好吗,外科,乳腺外科,左右乳腺纤维瘤，月经前疼痛，中医能治好吗,女
347,42岁,你好，今天发现乳房有硬块，伴有疼痛,外科,乳腺外科,今天发现乳房有硬块，伴有疼痛，捏一了更痛,女
348,33岁,乳房胀痛，有点红肿麻烦给看看,外科,乳腺外科,乳房胀痛，有点红肿麻烦给看看,女
349,37岁,我是乳腺囊性增生，最近三个月乳房经常刺痛而且还会发热，现在吃乳癖消和逍遥丸,外科,乳腺外科,我是乳腺囊性增生，最近三个月乳房经常刺痛,女
350,43,我最近总是感觉乳房，而且而且用手按压的时候会摸到一些硬块，之前月经要来时也会有些胀痛，去医院做检查医生说是双侧乳腺小叶增生，我想问一下双侧乳腺小叶增生怎么办？,外科,乳腺外科,双侧乳腺小叶增生怎么办？,女
351,26,医生你好，我最近一段时间乳房很胀痛，自己也快来月经了，不知道是不是因为这个，但是以前来月经前，都没有什么感觉的，就这个月乳房胀痛有好几天了，想要按摩缓解一下，请问乳房胀痛怎么按摩？,外科,乳腺外科,乳房胀痛怎么按摩？,女
352,50岁,病人颅脑大量出血，中线偏移，手术纠正后一直昏迷已两月多，脑手术后影像检查显示肝肿瘤可能，<h5>是否去医院就诊过：</h5>没去过<h5>当前服药说明：</h5>没有服药<h5>既往病史及手术史：</h5>没有,外科,神经外科,交通事故；颅脑出血，昏迷,男
353,55岁,18年10月脑出血，19年11月份再次脑出血，在重症躺了八天后转出普通病房，在普通病房待了一周左右，时不时的就发烧，血压高，全身出汗，后来确认颅内感染，做过腰穿，但是容易堵塞，昨天又在脑室做了穿管，今天早上又导致脑出血，医生说随时可能有生命危险，在此向各位请求帮助<h5>是否去医院就诊过：</h5>没去过<h5>当前服药说明：</h5>没有服药<h5>既往病史及手术史：</h5>没有,外科,神经外科,脑出血伴随颅内感染,女
354,53岁,脑出血瞳孔都放大了，做了打孔，现在昏迷九天了，没见好转，在我们县城医院治疗的，现在需不需要转院，救活的希望大不大？,外科,神经外科,脑出血昏迷不醒,女
355,53岁,脑出血后遗症，后又患深静脉血栓，现在左脚心有3公分大小的包块，脚踩地，会明显疼痛,外科,神经外科,脑出血后遗症，后又患深静脉血栓，现在左脚,女
356,37岁,先天性蛛网膜囊肿7x5.1Cm,外科,神经外科,先天性蛛网膜囊肿7x5.1Cm,男
357,31岁,脑外伤出现微意识左脚肌张力高，我们喊她松一松帮她按摩，脚肌张力就消失了，是什么原因,外科,神经外科,脑外伤昏迷手术成功后，第25天出现微意识,男
358,28岁,医生你好，我老公在3年前因为剧烈运动后立马冲冷水澡导致脑出血，3年来，他一直说有点懵懵的感觉，近期他喜欢上了喝茶、吃西洋参，他说感觉精神好多了，结果在毫无预兆下昨晚睡着后，突然全身抽搐，口吐白沫，几分钟后意识清醒，送到医院，在抽完血，做完CT后又全身抽搐，口吐白沫，甚至还会咬自己了，过了10来分钟再一次发作，医生断定说是癫痫，说之前脑出血位置是一个空洞！医生开了左乙拉西坦片，说要长期服用！我想知道有没有更好的治疗方法！谢谢医生！,外科,神经外科,继发性癫痫能治愈吗？,男
359,26岁,25岁颈椎突出，有蛛网膜囊肿。失眠耳鸣，多普勒脑血流速度增快，几年了。颈椎痛，头痛，难受的时候有心慌喘不过气。血压偏低,外科,神经外科,25岁颈椎突出，有蛛网膜囊肿。失眠耳鸣，,男
360,8岁,你好我儿子意外查出两侧颞窝蛛网膜囊肿，请问需要手术吗,外科,神经外科,你好我儿子意外查出两侧颞窝蛛网膜囊肿，请,男
361,4岁,蛛网膜囊肿腹腔分流术现在一拉屎管就出来有什么办法,外科,神经外科,蛛网膜囊肿腹腔分流术现在是一拉屎管就出来,男
362,39岁,脑出血偏瘫二个半月了，每天针炙，电疗做运动，不见好转，并且肌张力偏大，有时手脚硬硬了，扶着走，脚经常内翻，并且腿膝部控制不了弯曲，手一点不能动,外科,神经外科,脑中风偏瘫肌张力大,女
363,84岁,84岁老人两年前脑出血，后成了偏瘫，不能自立，现在不吃饭，做了个脑片，医生说脑子一半发黑，不太好，请问像这种情况该咋办，,外科,神经外科,84岁老人两年前脑出血，后成了偏瘫，不能,女
364,69岁,我爸68岁脑出血后4个月，平时有呼吸暂停的情况。出院时医生让买制氧机，应该买哪种比较好。多大氧流量合适。现在一直用的氧立得加AB剂的那种。怕不安全想换个不用加试剂的那种,外科,神经外科,我爸68岁脑出血后4个月，平时有呼吸暂停,男
365,54岁,两年前有过脑出血，左侧患肢自感不利，不太影响生活。最近几天总觉得头晕头满，肢体无力，之前服用过脑蛋白水解物药，血压119/95，吃两天西比灵，稍微缓解，现在该怎么治疗？,外科,神经外科,脑出血引起的头晕怎么办？,男
366,32岁,出车祸医生诊断脑出血。见病人昏迷不醒。可以进一步治疗。,外科,神经外科,出车祸医生诊断脑出血。见病人昏迷不醒。可,女
367,30岁,车祸颅内出血昏迷8天了，手脚能动，就是还没睁眼,外科,神经外科,车祸颅内出血昏迷8天了，手脚能动，就是还,男
368,14岁,你好，我儿子蛛网膜囊肿很大，在右边，后来有次左边头痛发了癫痫，放电区在左边，我看过医生说囊肿和癫痫没有关系，现在吃抗癫痫药，没有发作了，蛛网膜囊肿说是定期复查，可是这段时间频繁头痛，右边太阳穴一阵一阵的痛，拍了ct给医生了，说是没变化，说头痛和囊肿没关系，昨天头痛睡了两三个小时就好了，今天上午又头痛不知道怎么回事，医生帮忙看看，小孩14岁，是不是囊肿过大引起的.囊肿是9.5×2.6cm,外科,神经外科,14岁男孩，巨大蛛网膜囊肿，突然频繁头痛,男
369,54,爸爸开车已经好几年了，一直坐着没什么运动。最近一段时间坐骨神经非常痛，有的时候晚上翻身都翻不了。现在我在上海工作。想带爸爸去检查一下，请问上海治疗坐骨神经哪家医院好？,外科,神经外科,上海治疗坐骨神经痛哪家医院好？,男
370,56,我爸爸今年56岁了，患有腰椎间盘突出已经好几年了，最近一段时间尤其严重，痛得有时候都睡不着觉了，所以想在这里请问一下医生，坐骨神经痛怎么办?怎么治疗?,外科,神经外科,坐骨神经痛怎么办?怎么治疗?,男
371,34,最近在坐着的时候总是感觉自己很不舒服，因为我是一家公司的小职员儿，因为在工作的时候必须要坐着，所以说我最近得了坐骨神经痛，我想知道坐骨神经痛如何根治呢？应该怎么治疗？,外科,神经外科,坐骨神经痛如何根治？,男
372,37,医生您好，我最近工作的时候总觉得自己头特别晕，后来去医院检查了一下，发现自己颈椎椎管狭窄，因此而导致的头晕，请问医生，颈椎椎管狭窄，头晕该怎么办才好呢？什么药物比较有用？,外科,神经外科,颈椎椎管狭窄，头晕怎么办啊？,女
373,68,医生，你好。我爷爷前段时间开始老是会头疼，然后去医院检查之后得知是患了脑血管痉挛，看到药单上面开有很多的正天丸，请问脑血管痉挛吃正天丸有用吗？,外科,神经外科,脑血管痉挛吃正天丸有用吗？,男
374,23,我就是感觉太阳穴然后往后整片脑袋都特别的疼，我能明显的感觉到里面的神经在抽动，我只听说过有一个三叉神经痛，我这种是三叉神经痛吗？,外科,神经外科,是三叉神经痛吗？,女
375,57,婆婆这几天不舒服，今天陪她去看医生，医生说是全身游走性神经痛，但是婆婆不相信，全身游走性神经痛症状是什么？,外科,神经外科,全身游走性神经痛症状？,女
376,45,村里一个进门的婶婶得了三叉神经痛已经有好多年了，他在我们当地的医院治疗着，但是一直康复的不是很好，她想再换其他的医院治疗，可是三叉神经痛哪家医院治疗康复的快呢？,外科,神经外科,三叉神经痛哪家医院治疗康复的快呢？,女
377,66,奶奶她就在昨天的时候突然间就抽搐了。我们赶紧送她去了医院。才知道原来她有脑血管痉挛。这该怎么办啊？我们不想她这样在受苦。请问，脑血管痉挛应该怎么治疗好？,外科,神经外科,脑血管痉挛应该怎么办？,女
378,35,请问，在受伤之后的恢复，对于坐骨神经痛按摩是怎么样的呢？可以怎么按摩？,外科,神经外科,坐骨神经痛按摩是怎样的？,男
379,32岁,我经常莫名的出现神经痛，同事说喝丝瓜汁可以治疗，喝丝瓜汁可以治疗神经痛吗？,外科,神经外科,服用丝瓜汁能治疗神经痛,女
380,41岁,脑水肿对人体来说是非常严重可怕的疾病，我想预防，请问我可以用肉桂来防止脑水肿吗？,外科,神经外科,肉桂可以防止脑水肿吗,女
381,37岁,孩子经常出现乏力、头晕、头痛的症状，就医得到的结果是患有儿童巨大蛛网膜囊肿，该怎样治疗？,外科,神经外科,儿童巨大蛛网膜囊肿怎样治疗,男
382,26岁,我头磕了一下，最近很疼，说可能是帽状腱膜下脓肿，这种病会有什么表现？,外科,神经外科,帽状腱膜下脓肿有什么表现,男
383,10岁,孩子总是轻微的头痛，后来确定是因为蛛网膜囊肿引起的，这种疾病如何治疗呢？,外科,神经外科,蛛网膜囊肿如何治疗呢,男
384,40岁,自发性气胸、肺部感染、肺大泡,外科,心胸外科,自发性气胸、肺部感染、肺大泡,女
385,51岁,我今晚突然心口痛，一直在痛了大约两小时了，平常老是感觉到肚子胀，经常感到双手旁至手撑麻，心慌只要吃糖或吃饭就好了,外科,心胸外科,我今晚突然心口痛，一直在痛了大约两小时了,男
386,28岁,就是心口疼痛，睡觉起来感觉疼得厉害,外科,心胸外科,就是心口疼痛，睡觉起来感觉疼得厉害,女
387,79岁,10月25日因胸水和胸口隐痛入住该院呼吸科，确诊为1Ⅴ非小细胞肺腺，基因测验l9号突变，抽水后服埃克替尼，前天复查，[瘤稍有缩小，但CT影像现中度胸水，隐痛，服头孢、螺累旨已两日，但不见效，请问医生该咋办？,外科,心胸外科,10月25日因胸水和胸口隐痛入住该院呼吸,男
388,22岁,昨天晚上打篮球，膝盖突然岔气了，外面没肿，膝盖里面痛得厉害，今天早上起来腿都伸不直了，这种情况下我应该怎么处理呢？,外科,心胸外科,膝盖岔气了，应该怎么治疗,男
389,20岁,今年7月做了胸部包块切除手术，如今胸部经常刺痛是怎么回事？,外科,心胸外科,做了胸部包块手术，最近胸部刺痛怎么回事,女
390,23岁,产后40天右肋骨下岔气疼两天了一喘气走路笑就疼,外科,心胸外科,岔气肚子疼喘气,女
391,48岁,患者肺部出血咳血，现在在住院，卧床，在用药，做了支气管镜没有找到出血点，现在不出了，需要做介入吗？会反复出血吗？,外科,心胸外科,患者肺部出血咳血，现在在住院，卧床，在用,男
392,19岁,十九岁女生胸部周围一碰就疼而且胸里面有块状的东西是怎么回事,外科,心胸外科,胸部周围疼痛胸里面有块状东西,女
393,56岁,我做过多次腹部手术，已经一年了，现在每天睡眠不好，每天晚上睡到2、3点两侧肋骨痛（靠近胸口），不知识怎么回事？<h5>是否去医院就诊过：</h5>没去过<h5>当前服药说明：</h5>没有服药<h5>既往病史及手术史：</h5>没有,外科,心胸外科,胸口两侧肋骨痛,男
394,21岁,就突然疼了一会这几天也没有那么疼但就是有时候感觉右胸上部有点疼也没有那么疼,外科,心胸外科,我最近变天老咳嗽多痰前几天右胸上部突然很,男
395,61岁,膀子疼后又胸口痛十多分钟又好了是什么原因,外科,心胸外科,膀子疼然后胸口痛过十多分就好了是什么原因,男
396,32岁,年龄：32岁问题：年龄32偶尔胸痛像针扎一样，也有可能躺下起来都特别疼怎哦回事做个心电图说是心肌缺血,外科,心胸外科,年龄：32岁问题：年龄32偶尔胸痛像针扎,女
397,20岁,为什么下肢皮下气肿较少见,外科,心胸外科,为什么下肢皮下气肿较少见,女
398,47岁,当时因为脓胸发烧住院，出院时带的口服药吃的也差不多了，药有利奈锉胺，乙酰半胱氨酸片，盐酸莫西沙星片，情况也很稳定，但是最近头晕恶心，尤其是站起来那一阵子，是不是和他口服的这些药有关，因为他出院前有贫血，是否也和这个有关，问您的主要目的是否再继续口服这些药,外科,心胸外科,当时因为脓胸发烧住院，出院时带的口服药吃,男
399,21岁,前天早上起来右胸痛深呼吸挺胸痛。昨天早上起来深呼吸不疼但挺胸痛，今天也一样。,外科,心胸外科,前天早上起来右胸痛，深呼吸挺胸痛。,男
400,61岁,肺大泡已积水，大约有一年左右，呼吸困难，咳嗽，主任费心看看有没有好的治疗方法,外科,心胸外科,肺大泡已积水，大约有一年左右，呼吸困难，,男
401,6岁,6岁女童肚子像岔气一样，碰着疼，咳嗽打喷嚏疼，快跑疼，持续有三天了，不显轻,外科,心胸外科,6岁童肚子岔气一样疼,女
402,23岁,你好，就是每个月总是胸口中间绞痛几天。然后自己好，有六个多月了，拍胸片也说没事，心电图也没什么问题怎么回事呀,外科,心胸外科,每个月总是胸口中间绞痛几天，有六个多月了,男
403,27,医生您好，我今年27岁了，每一次来月经的时候胸部都会很痛。但是月经结束就没事了，所以想在这里请问一下医生，双侧胸痛多年，这是怎么一回事？,外科,心胸外科,双侧胸痛多年，这是怎么一回事？,女
404,25,医生你好，我今年25岁了，女。最近总是感觉身体不是很舒服，导致我的心情也很容易就浮躁，胸部一直很痛，而且发生的频率很高，所以想问一下医生女人胸痛怎么办？,外科,心胸外科,女人胸痛怎么办？,女
405,29,以前我没有出现过这种情况的，是最吸引这一个星期，我发现的就是感觉自己左胸的地方还有左手都会有疼痛的感觉。上网咨询也没有查到什么好的答案，所以想问一问左胸痛和左手酸痛是怎么回事？,外科,心胸外科,左胸痛和左手酸痛是怎么回事？,男
406,23,女朋友前天觉得胸口很难受，痛不堪言，昨天陪她去医院检查拍了片，今天取结果，看到诊查结果上写着纵膈有阴影，还不敢去找医生问，怕有啥病。想问下大家纵隔阴影，是有病变产生吗？,外科,心胸外科,纵隔阴影，是有病变产生吗？,女
407,28,全身体检报告出来了。说到有一个地方是，胸腔积液胸膜增厚严重吗？,外科,心胸外科,胸腔积液胸膜增厚严重吗？,女
408,56,姑父得了尿毒症，刚刚做了肾移植手术，却出现了发烧症状，肾移植后发烧怎么办？,外科,器官移植,肾移植后发烧怎么办？,男
409,10月,神经干细胞移植是要做手术吗,外科,器官移植,偏瘫的儿童怎么治疗,男
410,84岁,我是发生完性关系后隔了一天才开始尿频，，并且，，是间段性的，，有时还有血丝，，有一次血量有点大后，，就没有再出血，，可尿频现象仍有，，并且，，屁股开始红肿，有点疼痛，，,外科,泌尿外科,最近下面一直疼痛，，怎么办，,女
411,42岁,我昨天开始出现尿尿频繁，每次量不多，并伴有疼痛，今天中午发现有尿血的现象，是怎么该怎么治疗，吃些什么药物？,外科,泌尿外科,我昨天开始出现尿尿频繁，每次量不多，并伴,男
412,47岁,尿急尿频龟头肿疼有黏糊的液体,外科,泌尿外科,尿急尿频龟头肿疼有黏糊的液体,男
413,34岁,你好我肾结石疼痛难忍，刚好来了月经，怎么办,外科,泌尿外科,你好我肾结石疼痛难忍，刚好来了月经，怎么,女
